date_of_birth__c,defendant_address__c,defendant_city__c,defendant_state__c,drivers_license_number__c,first_name__c,Id,last_name__c,Name,social_security
12/28/1952,6083 Tennessee Park,CLAYTON,MO,P170421367,Phyllis,a04i000000h8N3zAAE,Nelson,Phyllis Nelson,111111516
10/9/1983,0277 High Crossing Crossing,PAGEDALE,MO,K762580477,Douglas,a04i000000h8N40AAE,Matthews,Douglas Matthews,111111517
10/20/1984,3949 Hooker Drive,BALLWIN,MO,S607522726,Annie,a04i000000h8N41AAE,Nichols,Annie Nichols,111111518
3/8/1967,0 Summerview Terrace,PASADENA HILLS,MO,I369319612,Donald,a04i000000h8N42AAE,Webb,Donald Webb,111111519
6/13/1993,6 Loomis Plaza,TWIN OAKS,,N193286121,Donald,a04i000000h8N43AAE,Hunter,Donald Hunter,111111520
8/20/1979,2 Scoville Way,GLEN ECHO PARK,MO,Y165779775,Roy,a04i000000h8N44AAE,Parker,Roy Parker,111111521
3/12/1987,5 Hagan Street,KIRKWOOD,MO,,Marie,a04i000000h8N45AAE,Schmidt,Marie Schmidt,111111522
11/2/1954,8 Lawn Lane,SUNSET HILLS,MO,V396431169,Earl,a04i000000h8N47AAE,Medina,Earl Medina,111111523
3/31/1971,3 Shoshone Trail,BELLEFONTAINE NEIGHBORS,MO,Z734750542,Jimmy,a04i000000h8N48AAE,Woods,Jimmy Woods,111111524
6/18/1982,2 Anthes Alley,BRENTWOOD,MO,I949145193,Raymond,a04i000000h8N49AAE,Griffin,Raymond Griffin,111111525
8/6/1977,17 High Crossing Crossing,RIVERVIEW,MO,W300723341,Anthony,a04i000000h8N4AAAU,Crawford,Anthony Crawford,111111526
2/18/1962,0338 Lindbergh Place,VINITA PARK,,,Pamela,a04i000000h8N4BAAU,West,Pamela West,111111527
3/1/1977,608 Oak Park,PASADENA HILLS,,C752351651,George,a04i000000h8N4CAAU,Nguyen,George Nguyen,111111528
3/29/1961,,HAZELWOOD,MO,,Julie,a04i000000h8N4DAAU,Gardner,Julie Gardner,111111529
4/30/1979,47 Jay Way,FLORDELL HILLS,MO,U681077853,Jessica,a04i000000h8N4EAAU,Stephens,Jessica Stephens,111111530
8/24/1983,33009 Arrowood Alley,BELLEFONTAINE NEIGHBORS,MO,T958584005,Justin,a04i000000h8N4HAAU,Hughes,Justin Hughes,111111531
9/7/1962,5 Montana Place,JENNINGS,,O089233532,Phillip,a04i000000h8N4IAAU,Harper,Phillip Harper,111111532
10/20/1962,2758 Prairie Rose Avenue,CRYSTAL LAKE PARK,MO,S761105361,Henry,a04i000000h8N4JAAU,Sanders,Henry Sanders,111111533
7/16/1952,645 Sutherland Point,CRESTWOOD,MO,E938173438,Howard,a04i000000h8N4KAAU,Butler,Howard Butler,111111534
10/17/1988,6 Jay Center,RIVERVIEW,MO,Z090024506,Donald,a04i000000h8N4PAAU,Robertson,Donald Robertson,111111535
4/8/1986,12982 Talisman Circle,WILBUR PARK,MO,I915840812,Peter,a04i000000h8N4QAAU,Gonzales,Peter Gonzales,111111536
5/6/1996,80 Welch Point,MACKENZIE,MO,N932894791,Anthony,a04i000000h8N4RAAU,Smith,Anthony Smith,111111537
5/9/1954,0885 John Wall Lane,PASADENA PARK,MO,X235641617,Brenda,a04i000000h8N4SAAU,Wallace,Brenda Wallace,111111538
7/10/1965,1 Delladonna Circle,CRYSTAL LAKE PARK,MO,A594762482,Eric,a04i000000h8N4TAAU,Olson,Eric Olson,111111539
8/21/1976,4 Moulton Terrace,MARYLAND HEIGHTS,MO,N525607908,Carol,a04i000000h8N4UAAU,Fisher,Carol Fisher,111111540
1/13/1954,15053 Clyde Gallagher Crossing,BEL-NOR,MO,H100205238,Jimmy,a04i000000h8NCCAA2,Nichols,Jimmy Nichols,111111541
5/28/1959,32669 Menomonie Drive,ST. ANN,MO,W853783997,Jason,a04i000000h8NCDAA2,Long,Jason Long,111111542
4/11/1966,594 Bayside Plaza,RICHMOND HEIGHTS,MO,,Paul,a04i000000h8NCEAA2,Morgan,Paul Morgan,111111543
5/21/1951,9 Springs Junction,PINE LAWN,MO,Q837998765,Katherine,a04i000000h8NCFAA2,Andrews,Katherine Andrews,111111544
10/31/1976,95805 Bartillon Plaza,GRANTWOOD VILLAGE,MO,C786057245,George,a04i000000h8NCGAA2,Fields,George Fields,111111545
7/29/1964,0343 Hoard Road,BEL-RIDGE,MO,F244254847,Eric,a04i000000h8NCHAA2,Kelly,Eric Kelly,111111546
3/24/1954,13 Straubel Trail,MAPLEWOOD,MO,C411808827,Terry,a04i000000h8NCIAA2,Green,Terry Green,111111547
4/27/1956,,CHAMP,MO,Q063465516,George,a04i000000h8NCJAA2,Cook,George Cook,111111548
10/23/1956,65245 Banding Street,OVERLAND,MO,D639560606,Donald,a04i000000h8NCKAA2,Bowman,Donald Bowman,111111549
2/22/1988,0 Florence Circle,LAKESHIRE,MO,F130189768,Howard,a04i000000h8NCLAA2,Harper,Howard Harper,111111550
6/10/1958,8 Nobel Trail,BELLA VILLA,MO,C076819320,Nicole,a04i000000h8NCMAA2,Johnson,Nicole Johnson,111111551
3/12/1984,95443 Glacier Hill Center,HANLEY HILLS,MO,I336804097,Christina,a04i000000h8NCPAA2,Carr,Christina Carr,111111552
6/1/1969,1 Colorado Trail,HILLSDALE,MO,,Janet,a04i000000h8NCQAA2,Duncan,Janet Duncan,111111553
6/28/1968,,BRIDGETON,MO,N797959653,Annie,a04i000000h8NCRAA2,Fowler,Annie Fowler,111111554
3/8/1962,4193 Quincy Pass,JENNINGS,MO,C335919258,Jonathan,a04i000000h8NCTAA2,Frazier,Jonathan Frazier,111111555
9/6/1975,567 Brentwood Way,MAPLEWOOD,MO,D454188683,Billy,a04i000000h8NCUAA2,Larson,Billy Larson,111111556
11/30/1967,848 Harbort Place,RICHMOND HEIGHTS,MO,D163133335,Robert,a04i000000h8NCVAA2,Fox,Robert Fox,111111557
5/24/1983,35466 Moulton Junction,CALVERTON PARK,MO,E498215060,Donald,a04i000000h8NCWAA2,Thompson,Donald Thompson,111111558
2/6/1968,66 David Crossing,SHREWSBURY,MO,I283524628,Judy,a04i000000h8NCXAA2,Austin,Judy Austin,111111559
10/27/1952,403 Superior Avenue,WESTWOOD,MO,L265445625,Joan,a04i000000h8NCYAA2,Reed,Joan Reed,111111560
12/2/1950,,WARSON WOODS,MO,B109454167,Matthew,a04i000000h8NCZAA2,Harrison,Matthew Harrison,111111561
3/9/1988,79270 Lake View Drive,SYCAMORE HILLS,MO,V307781370,Judith,a04i000000h8NCaAAM,Gibson,Judith Gibson,111111562
6/11/1973,,SUNSET HILLS,MO,R300206873,Chris,a04i000000h8NCbAAM,Elliott,Chris Elliott,111111563
9/28/1979,41 Southridge Place,GLENDALE,MO,H616360864,Rachel,a04i000000h8NCcAAM,Wells,Rachel Wells,111111564
11/1/1985,1350 Hudson Hill,ST. ANN,MO,W510639221,Angela,a04i000000h8NCdAAM,Woods,Angela Woods,111111565
5/12/1952,5526 Messerschmidt Trail,MAPLEWOOD,MO,M815967156,Sarah,a04i000000h8NCeAAM,Ramos,Sarah Ramos,111111566
2/9/1968,0 Bowman Circle,BRENTWOOD,MO,,Aaron,a04i000000h8NCfAAM,Tucker,Aaron Tucker,111111567
3/19/1991,56 Melrose Hill,OLIVETTE,MO,M354084092,Anna,a04i000000h8NCgAAM,Williams,Anna Williams,111111568
8/4/1961,2 Maple Hill,NORWOOD COURT,MO,X118966180,Denise,a04i000000h8NChAAM,Henry,Denise Henry,111111569
3/19/1984,,DELLWOOD,MO,O483602405,Jeremy,a04i000000h8NCiAAM,Martin,Jeremy Martin,111111570
9/10/1982,87 Northwestern Plaza,WILDWOOD,MO,S192069729,Bobby,a04i000000h8NCjAAM,Gutierrez,Bobby Gutierrez,111111571
9/16/1981,6887 Portage Drive,FLORISSANT,MO,L200604984,George,a04i000000h8NJnAAM,Montgomery,George Montgomery,111111572
1/30/1978,,BRENTWOOD,MO,A467103741,Fred,a04i000000h8NJoAAM,Price,Fred Price,111111573
,89 Russell Road,CLARKSON VALLEY,,P087538224,Jessica,a04i000000h8NJpAAM,Brooks,Jessica Brooks,111111574
10/19/1975,08674 Golf Course Crossing,PASADENA HILLS,MO,E405282808,Gerald,a04i000000h8NJqAAM,King,Gerald King,111111575
8/26/1986,37958 Eggendart Road,BALLWIN,MO,R775003019,Elizabeth,a04i000000h8NJrAAM,Ramos,Elizabeth Ramos,111111576
8/11/1978,80614 Westerfield Park,CRYSTAL LAKE PARK,MO,N304261124,Kathleen,a04i000000h8NJsAAM,Evans,Kathleen Evans,111111577
2/6/1958,5 Cordelia Park,ST. ANN,MO,H650942231,Marie,a04i000000h8N4VAAU,Hansen,Marie Hansen,111111578
5/18/1987,1 Clemons Terrace,ST. ANN,,S878479512,Brenda,a04i000000h8N4WAAU,Peterson,Brenda Peterson,111111579
8/29/1975,42722 Stoughton Street,TWIN OAKS,MO,,Phillip,a04i000000h8N4ZAAU,Elliott,Phillip Elliott,111111580
4/6/1994,,KINLOCH,MO,B891387545,Arthur,a04i000000h8N4aAAE,Cox,Arthur Cox,111111581
4/11/1992,5 Meadow Ridge Alley,HANLEY HILLS,MO,K436519480,Janet,a04i000000h8N4bAAE,Rodriguez,Janet Rodriguez,111111582
11/18/1960,107 Ruskin Center,MACKENZIE,MO,N183851337,Craig,a04i000000h8N4cAAE,Riley,Craig Riley,111111583
6/13/1978,3 Drewry Crossing,ST. ANN,MO,,Laura,a04i000000h8N4dAAE,Lawrence,Laura Lawrence,111111584
3/20/1979,85609 Oriole Road,KINLOCH,MO,M061054443,Debra,a04i000000h8N4eAAE,Stevens,Debra Stevens,111111585
9/23/1995,4880 Magdeline Terrace,,MO,D291775596,Jessica,a04i000000h8N4fAAE,Gutierrez,Jessica Gutierrez,111111586
,,PACIFIC,MO,H758077813,Andrew,a04i000000h8N4gAAE,White,Andrew White,111111587
7/12/1971,51248 Killdeer Street,,MO,B648960244,Anthony,a04i000000h8N4hAAE,Wallace,Anthony Wallace,111111588
9/9/1969,2429 Kropf Court,CRYSTAL LAKE PARK,MO,V557857325,Carol,a04i000000h8N4iAAE,Lee,Carol Lee,111111589
11/26/1984,,UPLANDS PARK,MO,Q370448403,Donald,a04i000000h8N4jAAE,Gordon,Donald Gordon,111111590
5/1/1955,153 Annamark Court,BRECKENRIDGE HILLS,MO,F334643862,Sandra,a04i000000h8N4kAAE,Young,Sandra Young,111111591
2/17/1971,860 Northridge Way,BRENTWOOD,MO,E116476847,Kevin,a04i000000h8N4rAAE,Mcdonald,Kevin Mcdonald,111111592
8/6/1953,6838 Jay Court,BLACK JACK,MO,R749121157,Emily,a04i000000h8N4sAAE,Crawford,Emily Crawford,111111593
5/16/1995,338 Riverside Court,WINCHESTER,,O564114586,Marie,a04i000000h8N4tAAE,Oliver,Marie Oliver,111111594
3/4/1952,9426 Lien Pass,ST. LOUIS CITY,MO,X815292854,Diana,a04i000000h8N4uAAE,Wagner,Diana Wagner,111111595
6/26/1972,8 Troy Circle,MARYLAND HEIGHTS,MO,,Teresa,a04i000000h8N4vAAE,Mccoy,Teresa Mccoy,111111596
1/2/1970,10418 Mandrake Pass,WEBSTER GROVES,MO,U806930371,Cheryl,a04i000000h8N4wAAE,Castillo,Cheryl Castillo,111111597
4/20/1968,1 Thierer Lane,BRECKENRIDGE HILLS,MO,Z959599316,Susan,a04i000000h8N4xAAE,Ford,Susan Ford,111111598
12/26/1982,6574 Portage Place,OLIVETTE,MO,V246682076,Stephen,a04i000000h8N4yAAE,Reyes,Stephen Reyes,111111599
1/2/1963,30225 Boyd Place,PASADENA PARK,MO,F392250641,Jonathan,a04i000000h8N4zAAE,Mills,Jonathan Mills,111111600
11/18/1985,673 Ridge Oak Trail,HANLEY HILLS,MO,Q722588049,Patrick,a04i000000h8N50AAE,Weaver,Patrick Weaver,111111601
12/12/1968,110 Nevada Terrace,BEL-NOR,MO,,Nancy,a04i000000h8NCkAAM,Butler,Nancy Butler,111111602
6/26/1961,105 Derek Center,FERGUSON,MO,L357892877,Robin,a04i000000h8NClAAM,Nichols,Robin Nichols,111111603
6/1/1974,938 Farmco Avenue,LAKESHIRE,MO,K891656551,Ann,a04i000000h8NCmAAM,Garcia,Ann Garcia,111111604
5/18/1992,213 Jackson Drive,TWIN OAKS,MO,Q926753421,Debra,a04i000000h8NCnAAM,Warren,Debra Warren,111111605
2/20/1954,50620 Ronald Regan Trail,CRYSTAL LAKE PARK,MO,S846270312,Ashley,a04i000000h8NCoAAM,Garza,Ashley Garza,111111606
2/24/1984,4 Sundown Park,NORMANDY,,B318116925,Steve,a04i000000h8NCqAAM,Bell,Steve Bell,111111607
11/4/1954,37224 Surrey Park,HILLSDALE,MO,H866771499,Robin,a04i000000h8NCrAAM,James,Robin James,111111608
2/21/1967,18 Quincy Street,ROCK HILL,MO,U250084141,Susan,a04i000000h8NCsAAM,Richards,Susan Richards,111111609
,25 Spaight Point,FLORISSANT,MO,B511308400,Carolyn,a04i000000h8NCtAAM,Brown,Carolyn Brown,111111610
9/9/1968,1561 Eliot Avenue,WESTWOOD,MO,W973979733,Jean,a04i000000h8NCyAAM,Lopez,Jean Lopez,111111611
2/18/1975,1 Sommers Trail,MOLINE ACRES,MO,R910221512,Marilyn,a04i000000h8N53AAE,Torres,Marilyn Torres,111111612
1/28/1987,65081 Dwight Street,GREENDALE,MO,Z549689732,Timothy,a04i000000h8N54AAE,Williamson,Timothy Williamson,111111613
12/9/1983,55005 Stang Crossing,CHAMP,MO,I936510249,Harry,a04i000000h8N55AAE,Reed,Harry Reed,111111614
3/21/1986,057 Bashford Hill,NORTHWOODS,MO,U960595854,Rachel,a04i000000h8N56AAE,Ray,Rachel Ray,111111615
4/5/1986,2526 Talmadge Hill,BRIDGETON,MO,T867547897,Brandon,a04i000000h8N57AAE,Marshall,Brandon Marshall,111111616
6/21/1965,7 Northview Center,WINCHESTER,MO,P498389750,Andrea,a04i000000h8N58AAE,Dixon,Andrea Dixon,111111617
4/27/1988,,SUNSET HILLS,MO,M105816242,Tammy,a04i000000h8N59AAE,Gardner,Tammy Gardner,111111618
5/4/1957,2 Dahle Drive,,MO,S199664659,Willie,a04i000000h8N5AAAU,Bailey,Willie Bailey,111111619
9/16/1969,3038 Lunder Street,PAGEDALE,MO,M897671001,Samuel,a04i000000h8N5BAAU,Burke,Samuel Burke,111111620
1/10/1972,56099 Reinke Parkway,PINE LAWN,MO,I486054826,Patricia,a04i000000h8N5CAAU,Fields,Patricia Fields,111111621
6/5/1981,9 Orin Parkway,NORWOOD COURT,,H233189734,Sandra,a04i000000h8N5DAAU,Hunter,Sandra Hunter,111111622
9/15/1985,4294 Valley Edge Street,GREEN PARK,MO,R225846000,Sean,a04i000000h8N5EAAU,Matthews,Sean Matthews,111111623
11/20/1982,,PASADENA HILLS,MO,R339448194,Sara,a04i000000h8N5HAAU,Berry,Sara Berry,111111624
12/2/1970,8 Twin Pines Parkway,MAPLEWOOD,MO,E948416627,Maria,a04i000000h8N5IAAU,Reyes,Maria Reyes,111111625
10/4/1962,2 Darwin Hill,SHREWSBURY,MO,M508715560,Anne,a04i000000h8N5JAAU,Thompson,Anne Thompson,111111626
3/14/1952,,NORWOOD COURT,MO,V685553779,Harold,a04i000000h8N5KAAU,Henry,Harold Henry,111111627
6/14/1982,9 Dryden Street,BRIDGETON,MO,I189860496,Dennis,a04i000000h8N5LAAU,Jenkins,Dennis Jenkins,111111628
12/15/1963,740 Reinke Drive,LADUE,MO,V174258724,Donna,a04i000000h8N5MAAU,Hayes,Donna Hayes,111111629
10/26/1952,68 Di Loreto Alley,NORMANDY,MO,F629953912,Kelly,a04i000000h8N5NAAU,Banks,Kelly Banks,111111630
3/27/1983,5 Harper Court,WINCHESTER,MO,M119574189,Jimmy,a04i000000h8N5OAAU,Nguyen,Jimmy Nguyen,111111631
7/4/1978,687 Columbus Road,OAKLAND,MO,B708646386,Donna,a04i000000h8N5PAAU,Hunter,Donna Hunter,111111632
2/11/1979,939 Reindahl Terrace,WILBUR PARK,MO,A978973252,Lisa,a04i000000h8N5QAAU,Hawkins,Lisa Hawkins,111111633
8/18/1970,883 East Court,FERGUSON,MO,M872670042,Walter,a04i000000h8N5RAAU,Russell,Walter Russell,111111634
5/1/1951,85 Elka Alley,ST. GEORGE,MO,A545251822,Randy,a04i000000h8N5SAAU,Boyd,Randy Boyd,111111635
7/20/1951,17912 Gerald Terrace,RIVERVIEW,MO,A326414981,Wayne,a04i000000h8N5TAAU,Chapman,Wayne Chapman,111111636
9/20/1955,9861 Gulseth Avenue,CALVERTON PARK,MO,E796870199,Randy,a04i000000h8N5UAAU,Garza,Randy Garza,111111637
4/11/1983,632 Oxford Drive,,MO,Q801382705,Diana,a04i000000h8N5VAAU,Mason,Diana Mason,111111638
7/29/1986,0720 Melody Street,MANCHESTER,MO,U547173025,Donna,a04i000000h8N5WAAU,Torres,Donna Torres,111111639
12/31/1995,06 Vahlen Lane,MARLBOROUGH,MO,L526278813,Bonnie,a04i000000h8N5XAAU,Fox,Bonnie Fox,111111640
7/3/1968,5 Grasskamp Parkway,SYCAMORE HILLS,MO,O273031566,Richard,a04i000000h8N5YAAU,Murray,Richard Murray,111111641
12/3/1950,4388 David Street,,MO,P726104482,Harold,a04i000000h8ND0AAM,Jacobs,Harold Jacobs,111111642
12/17/1966,51081 Lukken Park,ST. ANN,,,Julia,a04i000000h8ND1AAM,Johnson,Julia Johnson,111111643
8/18/1981,7255 Dexter Drive,CHARLACK,MO,G351259132,Jessica,a04i000000h8ND2AAM,Long,Jessica Long,111111644
10/25/1972,9489 Dottie Way,BRECKENRIDGE HILLS,MO,,Andrew,a04i000000h8ND3AAM,Sanchez,Andrew Sanchez,111111645
,,WILDWOOD,MO,B567263612,Rebecca,a04i000000h8ND4AAM,Jacobs,Rebecca Jacobs,111111646
7/19/1958,45855 Village Green Avenue,RICHMOND HEIGHTS,,S970610650,Ryan,a04i000000h8ND5AAM,Garrett,Ryan Garrett,111111647
9/25/1975,,BELLA VILLA,MO,T605388701,Louis,a04i000000h8ND6AAM,Medina,Louis Medina,111111648
6/17/1952,7 Milwaukee Crossing,LAKESHIRE,MO,L839334782,Barbara,a04i000000h8ND7AAM,Graham,Barbara Graham,111111649
6/28/1984,37 Rutledge Parkway,WESTWOOD,MO,,Joshua,a04i000000h8ND9AAM,Powell,Joshua Powell,111111650
11/25/1985,13 Anniversary Terrace,JENNINGS,MO,V646969058,Amanda,a04i000000h8NDEAA2,Wood,Amanda Wood,111111651
8/5/1953,04 Main Plaza,DES PERES,MO,N478861617,Phyllis,a04i000000h8NDFAA2,Howard,Phyllis Howard,111111652
11/24/1951,03005 Nancy Point,PASADENA PARK,MO,J759474870,Christine,a04i000000h8NDGAA2,Fields,Christine Fields,111111653
6/23/1965,254 Walton Terrace,NORWOOD COURT,MO,Z749264896,Janice,a04i000000h8NDHAA2,Gonzales,Janice Gonzales,111111654
6/29/1967,2198 Russell Pass,GREEN PARK,,B437316106,William,a04i000000h8NDIAA2,Turner,William Turner,111111655
3/28/1971,476 Nancy Pass,VINITA TERRACE,MO,F645138176,Donna,a04i000000h8NDJAA2,Meyer,Donna Meyer,111111656
7/29/1988,0 Vera Lane,LAKESHIRE,MO,N366453313,Nicole,a04i000000h8NDKAA2,Flores,Nicole Flores,111111657
8/4/1958,17429 Shopko Avenue,WILBUR PARK,MO,O007062762,Heather,a04i000000h8NDLAA2,Sullivan,Heather Sullivan,111111658
10/2/1951,61 Debra Crossing,NORTHWOODS,MO,A345541104,Timothy,a04i000000h8NDMAA2,Montgomery,Timothy Montgomery,111111659
1/31/1981,42225 International Circle,MARYLAND HEIGHTS,MO,F650908350,Bonnie,a04i000000h8NDNAA2,Walker,Bonnie Walker,111111660
6/18/1993,23174 Southridge Way,KINLOCH,,W063044886,Larry,a04i000000h8NDOAA2,Mason,Larry Mason,111111661
8/17/1990,3 Florence Parkway,OVERLAND,,Z540450348,Eugene,a04i000000h8NDPAA2,Wells,Eugene Wells,111111662
8/29/1989,42849 Southridge Circle,OLIVETTE,MO,S216136608,Juan,a04i000000h8NDQAA2,Harrison,Juan Harrison,111111663
1/1/1965,04843 Sheridan Junction,BRECKENRIDGE HILLS,MO,W370431465,Dorothy,a04i000000h8NDTAA2,Gordon,Dorothy Gordon,111111664
3/13/1978,4 Delladonna Parkway,BEL-NOR,MO,E648191004,Julia,a04i000000h8NDUAA2,Diaz,Julia Diaz,111111665
12/30/1978,60437 Delaware Drive,CRYSTAL LAKE PARK,MO,S185105520,Gerald,a04i000000h8NDVAA2,Ross,Gerald Ross,111111666
6/30/1952,17 Pearson Plaza,CHESTERFIELD,,R554198134,Nancy,a04i000000h8NDWAA2,Gomez,Nancy Gomez,111111667
9/3/1976,021 Pleasure Point,MAPLEWOOD,MO,,Chris,a04i000000h8N5eAAE,Morales,Chris Morales,111111668
5/25/1976,,FRONTENAC,MO,P352099239,Kathleen,a04i000000h8N5fAAE,Fox,Kathleen Fox,111111669
4/7/1979,763 Northland Place,BLACK JACK,MO,M441253948,Amy,a04i000000h8N5gAAE,Duncan,Amy Duncan,111111670
,33 Kingsford Hill,KIRKWOOD,MO,H382349511,Laura,a04i000000h8N5hAAE,White,Laura White,111111671
7/24/1979,5 Ruskin Way,CHARLACK,MO,Q236890928,Mildred,a04i000000h8N5iAAE,Sanchez,Mildred Sanchez,111111672
2/17/1985,06 Village Plaza,GLEN ECHO PARK,MO,H133172362,Catherine,a04i000000h8N5jAAE,Webb,Catherine Webb,111111673
6/12/1953,6 Sommers Park,CREVE COEUR,MO,R736996895,Sara,a04i000000h8N5kAAE,Mills,Sara Mills,111111674
10/12/1993,2513 Red Cloud Trail,MAPLEWOOD,MO,W676459292,Ruth,a04i000000h8N5nAAE,Banks,Ruth Banks,111111675
1/26/1991,3 Welch Way,KIRKWOOD,MO,I573208604,Harry,a04i000000h8N5oAAE,Harris,Harry Harris,111111676
8/19/1994,6922 Maryland Crossing,EDMUNDSON,MO,H742409475,Gary,a04i000000h8N5pAAE,Ward,Gary Ward,111111677
11/24/1965,72368 Sullivan Center,VINITA TERRACE,MO,,Ruth,a04i000000h8N5qAAE,Hansen,Ruth Hansen,111111678
11/11/1982,97 Eagle Crest Circle,BEVERLY HILLS,MO,S414744510,Andrew,a04i000000h8N5rAAE,Mendoza,Andrew Mendoza,111111679
11/4/1955,199 Sutteridge Place,CLAYTON,,U011563356,Jason,a04i000000h8N5uAAE,Cruz,Jason Cruz,111111680
7/11/1961,36 Commercial Avenue,CHESTERFIELD,MO,Y656197900,Christina,a04i000000h8N5vAAE,Cruz,Christina Cruz,111111681
12/17/1994,62 Lake View Drive,BRECKENRIDGE HILLS,MO,P628779846,Evelyn,a04i000000h8N5wAAE,Johnston,Evelyn Johnston,111111682
1/25/1980,42 Mcbride Point,PASADENA PARK,MO,,Lori,a04i000000h8N5xAAE,Matthews,Lori Matthews,111111683
8/24/1970,868 Green Parkway,EUREKA,MO,,Emily,a04i000000h8N5yAAE,Black,Emily Black,111111684
10/6/1970,90816 Steensland Junction,BRECKENRIDGE HILLS,MO,L488347278,Mary,a04i000000h8N5zAAE,Foster,Mary Foster,111111685
12/12/1971,,RICHMOND HEIGHTS,MO,R372631867,Robert,a04i000000h8N60AAE,Hall,Robert Hall,111111686
3/29/1987,44 Rieder Drive,ST. GEORGE,MO,B984887436,Heather,a04i000000h8N61AAE,Perez,Heather Perez,111111687
4/16/1979,,PACIFIC,MO,N728585991,Jack,a04i000000h8N62AAE,Thomas,Jack Thomas,111111688
11/30/1975,,SYCAMORE HILLS,MO,F949169262,Theresa,a04i000000h8N63AAE,Lane,Theresa Lane,111111689
7/30/1980,031 Milwaukee Center,CRESTWOOD,MO,,Christina,a04i000000h8N64AAE,Ferguson,Christina Ferguson,111111690
3/21/1959,,BRECKENRIDGE HILLS,MO,C304594897,Carlos,a04i000000h8N65AAE,Moore,Carlos Moore,111111691
5/29/1973,0 Eggendart Lane,MANCHESTER,MO,R727617732,Sandra,a04i000000h8N66AAE,Hunt,Sandra Hunt,111111692
12/3/1961,2699 Sullivan Parkway,BRIDGETON,MO,K806390772,Arthur,a04i000000h8NDXAA2,Woods,Arthur Woods,111111693
11/30/1993,89 Memorial Place,FLORDELL HILLS,MO,S592905716,Carlos,a04i000000h8NDYAA2,Lane,Carlos Lane,111111694
7/6/1985,6345 Loomis Parkway,HAZELWOOD,MO,C740365751,Alan,a04i000000h8NDZAA2,Rose,Alan Rose,111111695
12/22/1988,3521 Kingsford Place,FLORDELL HILLS,MO,,Ronald,a04i000000h8NDaAAM,Harris,Ronald Harris,111111696
8/18/1993,37026 Forest Dale Alley,WELLSTON,MO,L058334451,Wayne,a04i000000h8NDbAAM,Mcdonald,Wayne Mcdonald,111111697
10/14/1977,53493 Summer Ridge Crossing,BLACK JACK,MO,Q083066229,Earl,a04i000000h8NDcAAM,Cole,Earl Cole,111111698
7/20/1982,4 Kensington Trail,,,T979228302,Aaron,a04i000000h8NDdAAM,Garrett,Aaron Garrett,111111699
6/12/1954,266 Washington Trail,VELDA CITY,MO,W384111011,Judy,a04i000000h8NDgAAM,Clark,Judy Clark,111111700
7/1/1972,3982 Eliot Alley,BEL-NOR,MO,L297590008,Kathryn,a04i000000h8NDhAAM,Fisher,Kathryn Fisher,111111701
2/14/1976,085 Anderson Junction,BELLEFONTAINE NEIGHBORS,MO,F710017728,Ruth,a04i000000h8NDiAAM,Long,Ruth Long,111111702
10/26/1994,2 Delladonna Drive,WILBUR PARK,MO,I798188375,Brenda,a04i000000h8NDjAAM,Arnold,Brenda Arnold,111111703
10/14/1994,270 Vernon Alley,CHARLACK,MO,W612116249,Joan,a04i000000h8NDkAAM,Fowler,Joan Fowler,111111704
6/16/1987,7117 Johnson Parkway,TWIN OAKS,MO,,Justin,a04i000000h8NDlAAM,Wilson,Justin Wilson,111111705
4/17/1983,1 Crest Line Terrace,GLENDALE,MO,T362307296,Clarence,a04i000000h8NDmAAM,Burton,Clarence Burton,111111706
7/8/1989,49 Macpherson Circle,ELLISVILLE,MO,C452282647,Alice,a04i000000h8N69AAE,Fuller,Alice Fuller,111111707
12/31/1951,4 Logan Circle,CHAMP,MO,Z274154316,Ruby,a04i000000h8N6AAAU,Bowman,Ruby Bowman,111111708
2/10/1962,79 Valley Edge Road,VELDA VILLAGE HILLS,MO,U796012492,Juan,a04i000000h8N6BAAU,Flores,Juan Flores,111111709
10/23/1970,99211 Namekagon Street,RICHMOND HEIGHTS,MO,,Wanda,a04i000000h8N6CAAU,Marshall,Wanda Marshall,111111710
6/16/1983,,OVERLAND,MO,Z229099257,Stephen,a04i000000h8N6HAAU,Green,Stephen Green,111111711
6/22/1958,642 Mcguire Crossing,PASADENA HILLS,MO,W228612902,Bobby,a04i000000h8N6IAAU,Hill,Bobby Hill,111111712
6/21/1951,5 Golf Course Plaza,BERKELEY,MO,L218737431,Lawrence,a04i000000h8N6JAAU,Stevens,Lawrence Stevens,111111713
9/21/1979,,FENTON,MO,X451922096,Anthony,a04i000000h8N6KAAU,Matthews,Anthony Matthews,111111714
2/24/1987,80 Manley Place,HILLSDALE,,N806453191,Aaron,a04i000000h8N6LAAU,Burke,Aaron Burke,111111715
8/1/1978,696 Mallard Place,GLEN ECHO PARK,MO,B653983955,Brandon,a04i000000h8N6MAAU,Shaw,Brandon Shaw,111111716
10/17/1993,43 Brentwood Alley,GLENDALE,MO,C309189058,Gerald,a04i000000h8N6NAAU,Clark,Gerald Clark,111111717
7/25/1962,751 Bay Court,MACKENZIE,MO,I763629777,Phyllis,a04i000000h8N6OAAU,Dixon,Phyllis Dixon,111111718
11/1/1952,,MAPLEWOOD,MO,E554002041,Richard,a04i000000h8N6PAAU,Tucker,Richard Tucker,111111719
