citation_date__c,citation_hour__c,citation_number__c,citation_time__c,court_address__c,court_date__c,court_hour__c,court_location__c,court_time__c,Court__c,date_of_birth__c,defendant_address__c,defendant_city__c,defendant_state__c,DefendentID__c,drivers_license_number__c,first_name__c,Id,last_name__c,REC_ID__c,Name
4/1/2015,AM,296511599,12:53,315 Howdershell Road,,PM,FLORISSANT,12:53,a03i000000OQss8AAD,4/11/1992,5 Meadow Ridge Alley,HANLEY HILLS,MO,a04i000000h8N4bAAE,K436519480,Janet,a02i000000c3yzqAAA,Rodriguez,53,FLORISSANT - 296511599 - 42095
1/28/2015,AM,580602390,7:25,315 Howdershell Road,11/5/2015,PM,FLORISSANT,2:55,a03i000000OQss8AAD,8/2/1974,77 Lyons Drive,LADUE,MO,a04i000000h8NAvAAM,E138307190,Lois,a02i000000c3yzrAAA,Bowman,445,FLORISSANT - 580602390 - 42032
1/14/2015,PM,49611128,8:14,315 Howdershell Road,10/8/2015,PM,FLORISSANT,3:44,a03i000000OQss8AAD,8/27/1963,,ST. ANN,MO,a04i000000h8NBiAAM,U015943688,Kathryn,a02i000000c3yzsAAA,Bishop,494,FLORISSANT - 49611128 - 42018
1/21/2015,PM,982076483,11:00,315 Howdershell Road,9/16/2015,PM,FLORISSANT,2:01,a03i000000OQss8AAD,6/12/1953,38 Tennyson Crossing,CLARKSON VALLEY,,a04i000000h8NENAA2,M989973406,Eugene,a02i000000c3yztAAA,Alvarez,660,FLORISSANT - 982076483 - 42025
7/17/2015,PM,802651506,3:39,315 Howdershell Road,12/12/2015,PM,FLORISSANT,2:08,a03i000000OQss8AAD,9/15/1982,495 Northwestern Lane,VELDA CITY,MO,a04i000000h8NIsAAM,B290967709,Jimmy,a02i000000c3yzuAAA,Fox,938,FLORISSANT - 802651506 - 42202
6/19/2015,PM,279766905,12:26,7001 Brandon Avenue,10/16/2015,PM,FLORDELL HILLS,12:26,a03i000000OQss7AAD,8/6/1977,17 High Crossing Crossing,RIVERVIEW,MO,a04i000000h8N4AAAU,W300723341,Anthony,a02i000000c3yzvAAA,Crawford,26,FLORDELL HILLS - 279766905 - 42174
7/12/2015,PM,956760641,1:52,7001 Brandon Avenue,12/19/2015,PM,FLORDELL HILLS,1:52,a03i000000OQss7AAD,7/3/1968,5 Grasskamp Parkway,SYCAMORE HILLS,MO,a04i000000h8N5YAAU,O273031566,Richard,a02i000000c3yzwAAA,Murray,112,FLORDELL HILLS - 956760641 - 42197
4/12/2015,PM,399276670,2:44,7001 Brandon Avenue,12/18/2015,PM,FLORDELL HILLS,2:44,a03i000000OQss7AAD,7/25/1962,751 Bay Court,MACKENZIE,MO,a04i000000h8N6OAAU,I763629777,Phyllis,a02i000000c3yzxAAA,Dixon,164,FLORDELL HILLS - 399276670 - 42106
3/24/2015,AM,722888932,3:19,7001 Brandon Avenue,12/16/2015,PM,FLORDELL HILLS,3:19,a03i000000OQss7AAD,2/4/1976,4 Tony Place,COUNTRY CLUB HILLS,MO,a04i000000h8N6xAAE,H256380815,Barbara,a02i000000c3yzyAAA,Jackson,199,FLORDELL HILLS - 722888932 - 42087
3/26/2015,PM,755184943,4:42,7001 Brandon Avenue,11/21/2015,PM,FLORDELL HILLS,12:12,a03i000000OQss7AAD,7/4/1973,70 Calypso Point,FERGUSON,MO,a04i000000h8N8IAAU,P974104339,Phillip,a02i000000c3yzzAAA,Castillo,282,FLORDELL HILLS - 755184943 - 42089
8/27/2015,PM,898273956,4:44,7001 Brandon Avenue,9/16/2015,PM,FLORDELL HILLS,12:14,a03i000000OQss7AAD,1/15/1975,92 Bluejay Way,OLIVETTE,MO,a04i000000h8N8KAAU,K341382712,Lori,a02i000000c3z00AAA,Austin,284,FLORDELL HILLS - 898273956 - 42243
5/12/2015,AM,767983623,9:49,7001 Brandon Avenue,12/4/2015,PM,FLORDELL HILLS,12:49,a03i000000OQss7AAD,8/5/1953,04 Main Plaza,DES PERES,MO,a04i000000h8NDFAA2,N478861617,Phyllis,a02i000000c3z01AAA,Howard,589,FLORDELL HILLS - 767983623 - 42136
7/28/2015,PM,896401320,4:17,7001 Brandon Avenue,12/24/2015,PM,FLORDELL HILLS,2:46,a03i000000OQss7AAD,4/12/1979,29941 Mosinee Street,BRENTWOOD,MO,a04i000000h8NJUAA2,H521928646,Thomas,a02i000000c3z02AAA,Meyer,976,FLORDELL HILLS - 896401320 - 42213
7/3/2015,PM,50496603,1:48,110 Church Street,9/30/2015,PM,FERGUSON,1:48,a03i000000OQss6AAD,9/20/1955,9861 Gulseth Avenue,CALVERTON PARK,MO,a04i000000h8N5UAAU,E796870199,Randy,a02i000000c3z03AAA,Garza,108,FERGUSON - 50496603 - 42188
5/4/2015,AM,128317870,3:35,110 Church Street,,PM,FERGUSON,3:35,a03i000000OQss6AAD,4/19/1987,254 Lindbergh Court,FLORISSANT,MO,a04i000000h8N7DAAU,Z608401691,Pamela,a02i000000c3z04AAA,Simmons,215,FERGUSON - 128317870 - 42128
4/9/2015,PM,503901329,3:44,110 Church Street,10/7/2015,PM,FERGUSON,3:44,a03i000000OQss6AAD,2/6/1978,4 Center Junction,CLAYTON,MO,a04i000000h8N7GAAU,T548660236,Amanda,a02i000000c3z05AAA,Hall,224,FERGUSON - 503901329 - 42103
2/19/2015,PM,830168398,4:02,110 Church Street,11/4/2015,PM,FERGUSON,4:02,a03i000000OQss6AAD,10/2/1972,9387 Marquette Plaza,KINLOCH,MO,a04i000000h8N7eAAE,V465237882,Jack,a02i000000c3z06AAA,Holmes,242,FERGUSON - 830168398 - 42054
6/17/2015,PM,739292064,7:40,110 Church Street,,PM,FERGUSON,3:10,a03i000000OQss6AAD,7/24/1981,51224 Nancy Parkway,BELLA VILLA,,a04i000000h8NBAAA2,L872424093,Terry,a02i000000c3z07AAA,Wagner,460,FERGUSON - 739292064 - 42172
8/7/2015,AM,446722547,7:57,110 Church Street,12/25/2015,PM,FERGUSON,3:27,a03i000000OQss6AAD,11/27/1964,538 Macpherson Parkway,WESTWOOD,MO,a04i000000h8NBRAA2,X489182129,Patricia,a02i000000c3z08AAA,Rivera,477,FERGUSON - 446722547 - 42223
3/23/2015,AM,87016297,8:09,110 Church Street,10/28/2015,PM,FERGUSON,3:39,a03i000000OQss6AAD,10/1/1994,881 Helena Center,CHARLACK,MO,a04i000000h8NBdAAM,E824112051,Ralph,a02i000000c3z09AAA,Duncan,489,FERGUSON - 87016297 - 42086
8/31/2015,PM,804963796,4:27,8944 St. Charles Rock Road,10/17/2015,PM,ST. LOUIS CITY,2:56,a03i000000OQtckAAD,5/31/1984,07 Pearson Road,COUNTRY LIFE ACRES,MO,a04i000000h8NJeAAM,R513029509,Bonnie,a02i000000c3ypxAAA,Richardson,986,ST. LOUIS CITY - 804963796 - 42247
4/29/2015,PM,743778728,12:04,8944 St. Charles Rock Road,10/8/2015,PM,ST. LOUIS CITY,12:04,a03i000000OQtckAAD,4/10/1992,62819 Jay Way,HILLSDALE,MO,a04i000000h8N3nAAE,A840420280,Lori,a02i000000c3ypyAAA,Grant,4,ST. LOUIS CITY - 743778728 - 42123
5/16/2015,AM,536940520,12:13,12355 Natural Bridge Road,10/4/2015,PM,ST. LOUIS CITY,12:13,a03i000000OQtckAAD,4/7/1962,22 Waubesa Alley,VALLEY PARK,MO,a04i000000h8N3xAAE,F307994218,Samuel,a02i000000c3ypzAAA,Ward,13,ST. LOUIS CITY - 536940520 - 42140
5/20/2015,PM,635879199,12:24,200 Highlands Blvd. Dr.,9/20/2015,PM,ST. LOUIS CITY,12:24,a03i000000OQtckAAD,3/31/1971,3 Shoshone Trail,BELLEFONTAINE NEIGHBORS,MO,a04i000000h8N48AAE,Z734750542,Jimmy,a02i000000c3yq0AAA,Woods,24,ST. LOUIS CITY - 635879199 - 42144
4/25/2015,PM,899648918,12:38,975 Pennsylvania Avenue,10/22/2015,PM,ST. LOUIS CITY,12:38,a03i000000OQtckAAD,7/16/1952,645 Sutherland Point,CRESTWOOD,MO,a04i000000h8N4KAAU,E938173438,Howard,a02i000000c3yq1AAA,Butler,38,ST. LOUIS CITY - 899648918 - 42119
1/22/2015,AM,2423226,1:23,7700 Natural Bridge Road,11/30/2015,PM,ST. LOUIS CITY,1:23,a03i000000OQtckAAD,12/9/1983,55005 Stang Crossing,CHAMP,MO,a04i000000h8N55AAE,I936510249,Harry,a02i000000c3yq2AAA,Reed,83,ST. LOUIS CITY - 2423226 - 42026
7/3/2015,PM,891684694,1:54,10015 Manchester Road,11/16/2015,PM,ST. LOUIS CITY,1:54,a03i000000OQtckAAD,7/3/1968,5 Grasskamp Parkway,SYCAMORE HILLS,MO,a04i000000h8N5YAAU,O273031566,Richard,a02i000000c3yq3AAA,Murray,114,ST. LOUIS CITY - 891684694 - 42188
9/2/2015,PM,755540531,2:20,10015 Manchester Road,11/26/2015,PM,ST. LOUIS CITY,2:20,a03i000000OQtckAAD,12/12/1971,,RICHMOND HEIGHTS,MO,a04i000000h8N60AAE,R372631867,Robert,a02i000000c3yq4AAA,Hall,140,ST. LOUIS CITY - 755540531 - 42249
1/16/2015,PM,554414545,3:42,120 City Hall Drive,11/22/2015,PM,ST. LOUIS CITY,3:42,a03i000000OQtckAAD,2/6/1978,4 Center Junction,,MO,a04i000000h8N7GAAU,T548660236,Amanda,a02i000000c3yq5AAA,Hall,222,ST. LOUIS CITY - 554414545 - 42020
7/9/2015,PM,698626826,5:10,3915 Roland Boulevard,9/26/2015,PM,ST. LOUIS CITY,12:40,a03i000000OQtckAAD,10/7/1985,638 Lighthouse Bay Drive,WELLSTON,MO,a04i000000h8N8kAAE,Y716232211,Kathryn,a02i000000c3yq6AAA,Stephens,310,ST. LOUIS CITY - 698626826 - 42194
3/28/2015,PM,650657583,5:54,52 Young Drive,12/1/2015,PM,ST. LOUIS CITY,1:24,a03i000000OQtckAAD,5/3/1953,7 Waywood Terrace,BEL-RIDGE,MO,a04i000000h8N9SAAU,S154800183,Virginia,a02i000000c3yq7AAA,Johnston,354,ST. LOUIS CITY - 650657583 - 42091
5/1/2015,AM,915914770,6:47,4400 Shrewsbury Avenue,11/7/2015,PM,ST. LOUIS CITY,2:17,a03i000000OQtckAAD,1/8/1991,,OAKLAND,,a04i000000h8NAJAA2,U310689759,Julia,a02i000000c3yq8AAA,Henderson,407,ST. LOUIS CITY - 915914770 - 42125
6/21/2015,AM,278704382,6:53,3915 Roland Boulevard,11/21/2015,PM,ST. LOUIS CITY,2:23,a03i000000OQtckAAD,1/17/1984,2271 Beilfuss Avenue,BEL-NOR,MO,a04i000000h8NAOAA2,I665328307,James,a02i000000c3yq9AAA,Lynch,413,ST. LOUIS CITY - 278704382 - 42176
1/4/2015,AM,202708848,11:01,300 Park Drive,10/14/2015,PM,ST. LOUIS CITY,2:01,a03i000000OQtckAAD,6/12/1953,38 Tennyson Crossing,CLARKSON VALLEY,,a04i000000h8NENAA2,M989973406,Eugene,a02i000000c3yqAAAQ,Alvarez,661,ST. LOUIS CITY - 202708848 - 42008
3/25/2015,PM,541459047,12:57,16860 Main Street,9/30/2015,PM,ST. LOUIS CITY,3:56,a03i000000OQtckAAD,12/7/1986,1 Marcy Junction,VELDA CITY,MO,a04i000000h8NGGAA2,G333707797,Bonnie,a02i000000c3yqBAAQ,Parker,776,ST. LOUIS CITY - 541459047 - 42088
7/17/2015,AM,56793537,12:58,2560 Lucas & Hunt Road,10/15/2015,PM,ST. LOUIS CITY,3:57,a03i000000OQtckAAD,9/4/1989,,ST. ANN,,a04i000000h8NGHAA2,M184078317,Kevin,a02i000000c3yqCAAQ,Turner,777,ST. LOUIS CITY - 56793537 - 42202
8/1/2015,PM,980696325,1:41,2560 Lucas & Hunt Road,11/12/2015,PM,VELDA CITY,12:10,a03i000000OQssnAAD,4/4/1976,05212 Raven Park,BELLA VILLA,MO,a04i000000h8NGyAAM,T762901262,Larry,a02i000000c3yv0AAA,Garza,820,VELDA CITY - 980696325 - 42217
8/1/2015,PM,579658813,2:51,7601 Manchester Road,11/10/2015,PM,MAPLEWOOD,1:20,a03i000000OQssNAAT,12/2/1956,29470 Cordelia Drive,OVERLAND,MO,a04i000000h8NI3AAM,P273652793,Ronald,a02i000000c3yv1AAA,Stewart,890,MAPLEWOOD - 579658813 - 42217
2/19/2015,AM,837692565,2:54,2560 Lucas & Hunt Road,9/17/2015,PM,VELDA CITY,1:23,a03i000000OQssnAAD,12/6/1982,70 Northwestern Center,PINE LAWN,MO,a04i000000h8NI9AAM,I474456400,Albert,a02i000000c3yv2AAA,Bishop,893,VELDA CITY - 837692565 - 42054
8/31/2015,PM,72239480,3:09,2560 Lucas & Hunt Road,10/29/2015,PM,VELDA CITY,1:38,a03i000000OQssnAAD,12/16/1971,1371 Scoville Trail,HANLEY HILLS,MO,a04i000000h8NIOAA2,M403631327,Lillian,a02i000000c3yv3AAA,Andrews,908,VELDA CITY - 72239480 - 42247
5/29/2015,AM,871923404,3:10,2560 Lucas & Hunt Road,12/22/2015,PM,VELDA CITY,1:39,a03i000000OQssnAAD,3/22/1954,0065 Holy Cross Court,SHREWSBURY,MO,a04i000000h8NIPAA2,,Melissa,a02i000000c3yv4AAA,Nelson,909,VELDA CITY - 871923404 - 42153
6/11/2015,AM,637958463,12:29,320 Benton Street,10/13/2015,PM,VALLEY PARK,12:29,a03i000000OQssmAAD,3/29/1961,,HAZELWOOD,MO,a04i000000h8N4DAAU,,Julie,a02i000000c3yv5AAA,Gardner,29,VALLEY PARK - 637958463 - 42166
8/10/2015,PM,217640997,12:44,320 Benton Street,10/28/2015,PM,VALLEY PARK,12:44,a03i000000OQssmAAD,5/9/1954,0885 John Wall Lane,PASADENA PARK,MO,a04i000000h8N4SAAU,X235641617,Brenda,a02i000000c3yv6AAA,Wallace,44,VALLEY PARK - 217640997 - 42226
8/3/2015,PM,743391684,1:42,320 Benton Street,12/15/2015,PM,VALLEY PARK,1:42,a03i000000OQssmAAD,3/27/1983,5 Harper Court,WINCHESTER,MO,a04i000000h8N5OAAU,M119574189,Jimmy,a02i000000c3yv7AAA,Nguyen,102,VALLEY PARK - 743391684 - 42219
8/6/2015,AM,3759772,3:15,320 Benton Street,11/6/2015,PM,VALLEY PARK,3:15,a03i000000OQssmAAD,5/17/1995,2 Moose Terrace,WOODSON TERRACE,MO,a04i000000h8N6tAAE,,Sarah,a02i000000c3yv8AAA,Rodriguez,195,VALLEY PARK - 3759772 - 42222
1/30/2015,PM,337280278,3:34,320 Benton Street,12/28/2015,PM,VALLEY PARK,3:34,a03i000000OQssmAAD,8/11/1994,98493 Everett Avenue,BLACK JACK,MO,a04i000000h8N7CAAU,N968506887,Philip,a02i000000c3yv9AAA,White,214,VALLEY PARK - 337280278 - 42034
8/5/2015,PM,937406554,4:34,200 Highlands Blvd. Dr.,12/11/2015,PM,MANCHESTER,12:04,a03i000000OQssMAAT,1/2/1973,7 Haas Crossing,ST. ANN,MO,a04i000000h8N8AAAU,D541494897,Howard,a02i000000c3yvAAAQ,Robinson,274,MANCHESTER - 937406554 - 42221
1/19/2015,AM,171775320,5:15,320 Benton Street,10/10/2015,PM,VALLEY PARK,12:45,a03i000000OQssmAAD,5/29/1968,534 Golf Course Road,CRESTWOOD,MO,a04i000000h8N8pAAE,,Theresa,a02i000000c3yvBAAQ,Holmes,315,VALLEY PARK - 171775320 - 42023
3/9/2015,AM,823203504,5:33,200 Highlands Blvd. Dr.,12/27/2015,PM,MANCHESTER,1:03,a03i000000OQssMAAT,8/15/1971,65313 Marquette Pass,FRONTENAC,MO,a04i000000h8N97AAE,M946151196,Nicole,a02i000000c3yvCAAQ,Simmons,333,MANCHESTER - 823203504 - 42072
8/12/2015,PM,880207515,7:36,200 Highlands Blvd. Dr.,12/1/2015,PM,MANCHESTER,3:06,a03i000000OQssMAAT,7/16/1987,64944 Brickson Park Pass,MACKENZIE,,a04i000000h8NB6AAM,,Jean,a02i000000c3yvDAAQ,Johnson,456,MANCHESTER - 880207515 - 42228
8/31/2015,AM,980534132,8:15,200 Highlands Blvd. Dr.,12/19/2015,PM,MANCHESTER,3:45,a03i000000OQssMAAT,12/19/1959,12 Kedzie Parkway,PINE LAWN,MO,a04i000000h8NBjAAM,R620292026,Amanda,a02i000000c3yvEAAQ,Nguyen,495,MANCHESTER - 980534132 - 42247
3/31/2015,AM,104450059,8:37,320 Benton Street,,PM,VALLEY PARK,4:07,a03i000000OQssmAAD,11/22/1971,13 Dapin Crossing,BEL-RIDGE,MO,a04i000000h8NC3AAM,U953983066,Jeffrey,a02i000000c3yvFAAQ,Medina,517,VALLEY PARK - 104450059 - 42094
7/8/2015,PM,487386198,9:08,320 Benton Street,10/9/2015,PM,VALLEY PARK,12:08,a03i000000OQssmAAD,3/9/1988,79270 Lake View Drive,SYCAMORE HILLS,MO,a04i000000h8NCaAAM,V307781370,Judith,a02i000000c3yvGAAQ,Gibson,548,VALLEY PARK - 487386198 - 42193
3/15/2015,AM,459843706,9:45,200 Highlands Blvd. Dr.,11/20/2015,PM,MANCHESTER,12:45,a03i000000OQssMAAT,6/28/1984,37 Rutledge Parkway,WESTWOOD,MO,a04i000000h8ND9AAM,,Joshua,a02i000000c3yvHAAQ,Powell,585,MANCHESTER - 459843706 - 42078
6/12/2015,PM,28801876,11:10,200 Highlands Blvd. Dr.,11/6/2015,PM,MANCHESTER,2:10,a03i000000OQssMAAT,7/15/1989,37 Corscot Hill,ST. ANN,MO,a04i000000h8NEXAA2,Y503438841,Harry,a02i000000c3yvIAAQ,Mitchell,670,MANCHESTER - 28801876 - 42167
4/19/2015,AM,137248722,11:33,320 Benton Street,,PM,VALLEY PARK,2:33,a03i000000OQssmAAD,9/6/1958,14 Oneill Court,CRYSTAL LAKE PARK,MO,a04i000000h8NEvAAM,,Gregory,a02i000000c3yvJAAQ,Riley,693,VALLEY PARK - 137248722 - 42113
6/19/2015,AM,865972868,8:35,110 Church Street,11/26/2015,PM,FERGUSON,4:05,a03i000000OQss6AAD,11/22/1971,13 Dapin Crossing,BEL-RIDGE,MO,a04i000000h8NC3AAM,U953983066,Jeffrey,a02i000000c3z0AAAQ,Medina,515,FERGUSON - 865972868 - 42174
2/7/2015,AM,385544787,9:39,110 Church Street,,PM,FERGUSON,12:39,a03i000000OQss6AAD,7/19/1958,45855 Village Green Avenue,RICHMOND HEIGHTS,,a04i000000h8ND5AAM,S970610650,Ryan,a02i000000c3z0BAAQ,Garrett,579,FERGUSON - 385544787 - 42042
8/8/2015,AM,359737534,12:02,110 Church Street,11/30/2015,PM,FERGUSON,3:01,a03i000000OQss6AAD,6/1/1981,706 Kim Terrace,FERGUSON,MO,a04i000000h8NFNAA2,,Marie,a02i000000c3z0CAAQ,Nichols,721,FERGUSON - 359737534 - 42224
6/16/2015,AM,646349878,12:22,110 Church Street,10/5/2015,PM,FERGUSON,3:21,a03i000000OQss6AAD,4/3/1975,1023 Homewood Park,WILDWOOD,MO,a04i000000h8NFhAAM,W602602315,Michelle,a02i000000c3z0DAAQ,Hall,741,FERGUSON - 646349878 - 42171
4/2/2015,AM,240339901,2:20,110 Church Street,10/29/2015,PM,FERGUSON,12:49,a03i000000OQss6AAD,11/17/1955,,WEBSTER GROVES,MO,a04i000000h8NHbAAM,,Scott,a02i000000c3z0EAAQ,Foster,859,FERGUSON - 240339901 - 42096
1/18/2015,AM,600823006,4:28,110 Church Street,10/9/2015,PM,FERGUSON,2:57,a03i000000OQss6AAD,6/10/1986,7 Annamark Terrace,FLORISSANT,MO,a04i000000h8NJfAAM,V138249416,Kimberly,a02i000000c3z0FAAQ,Crawford,987,FERGUSON - 600823006 - 42022
2/10/2015,AM,877826802,12:03,625 New Smizer Mill Road,11/12/2015,PM,FENTON,12:03,a03i000000OQss5AAD,4/10/1992,62819 Jay Way,HILLSDALE,MO,a04i000000h8N3nAAE,A840420280,Lori,a02i000000c3z0GAAQ,Grant,3,FENTON - 877826802 - 42045
6/10/2015,AM,116927706,2:37,625 New Smizer Mill Road,12/18/2015,PM,FENTON,2:37,a03i000000OQss5AAD,6/16/1983,,OVERLAND,MO,a04i000000h8N6HAAU,Z229099257,Stephen,a02i000000c3z0HAAQ,Green,157,FENTON - 116927706 - 42165
8/7/2015,PM,231280209,5:56,625 New Smizer Mill Road,11/22/2015,PM,FENTON,1:26,a03i000000OQss5AAD,10/14/1957,7 Briar Crest Pass,BERKELEY,MO,a04i000000h8N9UAAU,B934985461,Richard,a02i000000c3z0IAAQ,Johnson,356,FENTON - 231280209 - 42223
5/15/2015,PM,828626393,6:46,625 New Smizer Mill Road,11/25/2015,PM,FENTON,2:16,a03i000000OQss5AAD,4/18/1976,3578 Butterfield Hill,FRONTENAC,MO,a04i000000h8NAIAA2,Y176044621,Robin,a02i000000c3z0JAAQ,Stephens,406,FENTON - 828626393 - 42139
6/3/2015,AM,192788342,6:51,625 New Smizer Mill Road,10/31/2015,PM,FENTON,2:21,a03i000000OQss5AAD,10/18/1964,089 Gateway Lane,FLORDELL HILLS,MO,a04i000000h8NAKAA2,S030215768,Harry,a02i000000c3z0KAAQ,Fowler,411,FENTON - 192788342 - 42158
6/19/2015,AM,307095487,7:05,625 New Smizer Mill Road,10/15/2015,PM,FENTON,2:35,a03i000000OQss5AAD,11/11/1988,8664 Katie Way,,MO,a04i000000h8NAXAA2,Q278728618,Sean,a02i000000c3z0LAAQ,Harper,425,FENTON - 307095487 - 42174
3/9/2015,PM,807716016,9:34,625 New Smizer Mill Road,11/29/2015,PM,FENTON,12:34,a03i000000OQss5AAD,12/3/1950,4388 David Street,,MO,a04i000000h8ND0AAM,P726104482,Harold,a02i000000c3z0MAAQ,Jacobs,574,FENTON - 807716016 - 42072
1/5/2015,PM,271129309,9:36,625 New Smizer Mill Road,10/19/2015,PM,FENTON,12:36,a03i000000OQss5AAD,8/18/1981,7255 Dexter Drive,CHARLACK,MO,a04i000000h8ND2AAM,G351259132,Jessica,a02i000000c3z0NAAQ,Long,576,FENTON - 271129309 - 42009
5/3/2015,AM,495636778,11:05,625 New Smizer Mill Road,10/31/2015,PM,FENTON,2:05,a03i000000OQss5AAD,10/4/1987,4 Ramsey Pass,FRONTENAC,MO,a04i000000h8NETAA2,F617318939,Craig,a02i000000c3z0OAAQ,Perkins,665,FENTON - 495636778 - 42127
2/25/2015,AM,424776116,12:16,625 New Smizer Mill Road,12/5/2015,PM,FENTON,3:15,a03i000000OQss5AAD,9/18/1959,7 Sage Alley,,MO,a04i000000h8NFaAAM,H093161268,Wayne,a02i000000c3z0PAAQ,Lane,735,FENTON - 424776116 - 42060
4/9/2015,PM,782641594,12:33,625 New Smizer Mill Road,11/17/2015,PM,FENTON,3:32,a03i000000OQss5AAD,3/4/1960,258 Eagle Crest Junction,EUREKA,MO,a04i000000h8NFsAAM,Y566103818,Harold,a02i000000c3z0QAAQ,Powell,752,FENTON - 782641594 - 42103
7/25/2015,PM,865245517,2:15,625 New Smizer Mill Road,10/21/2015,PM,FENTON,12:44,a03i000000OQss5AAD,8/6/1989,3182 Randy Point,BELLA VILLA,MO,a04i000000h8NHWAA2,F389312337,Craig,a02i000000c3z0RAAQ,Stone,854,FENTON - 865245517 - 42210
8/11/2015,PM,710704396,3:03,625 New Smizer Mill Road,,PM,FENTON,1:32,a03i000000OQss5AAD,2/18/1984,4 Fisk Way,WINCHESTER,MO,a04i000000h8NIIAA2,Z690148626,Alan,a02i000000c3z0SAAQ,Kelly,902,FENTON - 710704396 - 42227
2/28/2015,PM,901582301,3:53,625 New Smizer Mill Road,10/17/2015,PM,FENTON,2:22,a03i000000OQss5AAD,5/6/1973,4 Kedzie Way,WELLSTON,MO,a04i000000h8NJ3AAM,,Wanda,a02i000000c3z0TAAQ,Howard,952,FENTON - 901582301 - 42063
2/26/2015,AM,606241117,2:24,7900 Carondelet Avenue,10/31/2015,PM,ST. LOUIS CITY,12:53,a03i000000OQtckAAD,5/2/1990,31 Kingsford Park,MAPLEWOOD,MO,a04i000000h8NHfAAM,T827866822,Jerry,a02i000000c3yqDAAQ,Green,863,ST. LOUIS CITY - 606241117 - 42061
7/23/2015,AM,221229171,4:08,320 Benton Street,11/28/2015,PM,ST. LOUIS CITY,2:37,a03i000000OQtckAAD,12/3/1968,8213 Reinke Road,BRIDGETON,MO,a04i000000h8NJKAA2,L628163308,Richard,a02i000000c3yqEAAQ,Cook,967,ST. LOUIS CITY - 221229171 - 42208
4/11/2015,PM,239945809,12:16,4544 Lemay Ferry Road,9/25/2015,PM,UNINCORPORATED SOUTH ST. LOUIS COUNTY,12:16,a03i000000OQst0AAD,10/9/1983,0277 High Crossing Crossing,PAGEDALE,MO,a04i000000h8N40AAE,K762580477,Douglas,a02i000000c3yqFAAQ,Matthews,16,UNINCORPORATED SOUTH ST. LOUIS COUNTY - 239945809 - 42105
4/10/2015,PM,978574016,4:30,4544 Lemay Ferry Road,10/31/2015,PM,UNINCORPORATED SOUTH ST. LOUIS COUNTY,4:30,a03i000000OQst0AAD,10/29/1987,16147 Oak Valley Lane,CLARKSON VALLEY,MO,a04i000000h8N86AAE,N165074437,Sean,a02i000000c3yqGAAQ,Carroll,270,UNINCORPORATED SOUTH ST. LOUIS COUNTY - 978574016 - 42104
,AM,38517806,6:03,4544 Lemay Ferry Road,12/29/2015,PM,UNINCORPORATED SOUTH ST. LOUIS COUNTY,1:33,a03i000000OQst0AAD,6/2/1977,,BEL-RIDGE,MO,a04i000000h8N9bAAE,,Michael,a02i000000c3yqHAAQ,Allen,363,UNINCORPORATED SOUTH ST. LOUIS COUNTY - 38517806 -
7/17/2015,AM,680210463,8:21,4544 Lemay Ferry Road,11/3/2015,PM,UNINCORPORATED SOUTH ST. LOUIS COUNTY,3:51,a03i000000OQst0AAD,12/22/1956,390 Weeping Birch Plaza,WESTWOOD,MO,a04i000000h8NBpAAM,P962968772,Irene,a02i000000c3yqIAAQ,Reyes,501,UNINCORPORATED SOUTH ST. LOUIS COUNTY - 680210463 - 42202
2/10/2015,AM,735497007,9:13,4544 Lemay Ferry Road,10/20/2015,PM,UNINCORPORATED SOUTH ST. LOUIS COUNTY,12:13,a03i000000OQst0AAD,2/9/1968,0 Bowman Circle,BRENTWOOD,MO,a04i000000h8NCfAAM,,Aaron,a02i000000c3yqJAAQ,Tucker,553,UNINCORPORATED SOUTH ST. LOUIS COUNTY - 735497007 - 42045
8/17/2015,PM,516468216,12:35,4544 Lemay Ferry Road,12/7/2015,PM,UNINCORPORATED SOUTH ST. LOUIS COUNTY,3:34,a03i000000OQst0AAD,6/17/1961,99269 Mayer Circle,GREENDALE,MO,a04i000000h8NFuAAM,W522691772,Kelly,a02i000000c3yqKAAQ,Jones,754,UNINCORPORATED SOUTH ST. LOUIS COUNTY - 516468216 - 42233
5/3/2015,AM,56325974,2:36,4544 Lemay Ferry Road,11/9/2015,PM,UNINCORPORATED SOUTH ST. LOUIS COUNTY,1:05,a03i000000OQst0AAD,8/2/1996,64 Mifflin Center,KIRKWOOD,,a04i000000h8NHrAAM,O250395952,Theresa,a02i000000c3yqLAAQ,Carpenter,875,UNINCORPORATED SOUTH ST. LOUIS COUNTY - 56325974 - 42127
4/17/2015,AM,224377371,12:43,7615 South Sunset,12/4/2015,PM,PASADENA PARK,12:43,a03i000000OQssZAAT,5/6/1996,80 Welch Point,MACKENZIE,MO,a04i000000h8N4RAAU,N932894791,Anthony,a02i000000c3yqMAAQ,Smith,43,PASADENA PARK - 224377371 - 42111
7/30/2015,PM,337299494,1:02,7615 South Sunset,11/30/2015,PM,PASADENA PARK,1:02,a03i000000OQssZAAT,5/1/1955,153 Annamark Court,BRECKENRIDGE HILLS,MO,a04i000000h8N4kAAE,F334643862,Sandra,a02i000000c3yqNAAQ,Young,62,PASADENA PARK - 337299494 - 42215
